synthetic_promoter	Rho_basal_wt	Rho_basal_crxnull	hsp68_basal_wt	NRL_motif	CRX_affinity_score
nxRc	1.301173531	1.359773543	0.087229742	1	2.05828421
NxRc	0.6174999	0.779964533	0.033644133	1	2.05828421
NxRC	0.793507385	0.863141981	0.677991074	1	2.05828421
nxRn	0.725470012	0.205469585	0.018172261	2	1.05840761
nXrn	2.245000348	1.054544051	0.159880787	2	1.05840761
Nxrn	1.346564366	0.478569456	0.049497573	2	1.05840761
NxRn	0.560297422	0.137194917	0.034573005	2	1.05840761
NXrn	2.173855906	0.988609363	0.241527481	2	1.05840761
nxrR	0.430933869	0.452451445	0.021937317	1	2.04185821
nXrr	1.232010074	1.688110661	0.540666543	1	2.04185821
nXRr	1.174606807	1.257127931	0.042642906	1	2.04185821
nXRR	1.167882824	1.293683111	0.831502673	1	2.04185821
NXRr	0.962565742	0.804740838	0.136078331	1	2.04185821
nXRx	1.119141104	0.74902622	0.09245417	1	1.13336462
NxRX	0.51027992	0.313092788	0.017997102	1	1.13336462
NxxC	1.279844625	0.841251715	0.217234679	1	1.14979062
nXxN	1.237549713	0.634028964	0.058485703	2	0.14991402
NxXn	0.280970476	0.058374656	0.014383607	2	0.14991402
NXxn	1.188479272	0.66244236	0.058162709	2	0.14991402
NXxN	1.56163469	0.670836804	0.086818427	2	0.14991402
NxXr	0.483904374	0.387360269	0.053406447	1	1.13336462
NXXr	1.853685417	1.534742921	0.308341239	1	1.13336462
nxXx	0.34511988	0.179667364	0.059869649	1	0.22487103
nXxx	0.766799059	0.519671101	0.049132965	1	0.22487103
NxXx	0.213957468	0.090558118	0.014496064	1	0.22487103
NXXX	1.578048555	0.696393615	0.065058568	1	0.22487103
rcCc	0.041209758	1.547687845	1.374198787	0	3.9830804
rcCC	0.090789132	1.737917907	1.300038649	0	3.9830804
rCcC	0.108501053	1.423225691	1.390873333	0	3.9830804
rCCc	0.036639172	1.399453913	1.159787705	0	3.9830804
rCCC	0.022530251	1.087172631	0.677892476	0	3.9830804
RcCc	0.110339242	1.318842723	3.101817121	0	3.9830804
rCcn	1.869599702	1.745612798	1.568257836	1	2.9832038
RCcN	3.4492006	3.07763294	13.57111443	1	2.9832038
rcCX	0.154992832	1.854214684	0.637267853	0	3.05816081
RCcX	0.14454216	1.738748206	1.884242364	0	3.05816081
rcnC	1.518434022	1.526565268	2.602835984	1	2.9832038
rCNc	1.882847778	1.852969057	1.474829906	1	2.9832038
RCnc	2.768813405	2.865372037	10.72578776	1	2.9832038
RCnn	2.280352808	1.18128816	2.640296965	2	1.9833272
rCNr	1.81011152	1.638799514	0.119662738	1	2.9667778
rCnX	1.570150412	1.099350282	0.112914926	1	2.05828421
rCNX	1.806508054	1.461253699	0.150344828	1	2.05828421
Rcrc	0.018966725	0.834406342	1.087074239	0	3.9666544
RCrN	2.953621079	2.600116998	0.924024216	1	2.9667778
rcrr	0.014066816	0.551819607	0.02702649	0	3.9502284
RCrR	0.050901104	1.238495959	0.290686121	0	3.9502284
RCRr	0.014144755	0.405554511	0.310509773	0	3.9502284
rcrX	0.039280308	0.879252674	0.028744375	0	3.04173481
RCrx	0.098898797	1.285785407	0.163798514	0	3.04173481
RCrX	0.130277651	1.575328697	0.126321534	0	3.04173481
rcXC	0.087665329	1.109941356	0.222662731	0	3.05816081
rCxc	0.042977321	1.1168604	0.054252417	0	3.05816081
RcXc	0.038692015	0.593924231	0.351859811	0	3.05816081
rcxn	1.88395003	1.461784717	0.179714347	1	2.05828421
rcXN	1.692895826	1.234452188	0.1527216	1	2.05828421
rCxn	1.549951215	1.280803663	0.083128796	1	2.05828421
RCXN	3.528111781	2.734052033	2.425794126	1	2.05828421
rCxr	0.012428342	0.356995036	0.011388914	0	3.04173481
rCXr	0.026377539	0.609456862	0.007706813	0	3.04173481
RcxR	0.078913063	0.961369889	0.237364974	0	3.04173481
RcXr	0.03569819	0.277329129	0.109980039	0	3.04173481
RCXR	0.069716914	1.350131313	0.675458028	0	3.04173481
rCxX	0.238942652	0.756366821	0.017339579	0	2.13324122
rCXX	0.437663375	1.037124412	0.070958062	0	2.13324122
RcXx	0.107458269	0.69053916	0.075144548	0	2.13324122
rncC	1.3801515	1.257287679	1.293001483	1	2.9832038
RNcC	2.473850893	2.059616572	3.467880602	1	2.9832038
RNCc	2.034671999	2.003959019	5.067733696	1	2.9832038
RnCn	1.843682798	0.855035673	0.245206945	2	1.9833272
RnCN	2.246358848	1.0520573	0.456270756	2	1.9833272
RNcN	1.943475488	0.820945298	0.498136819	2	1.9833272
RNCn	2.133517542	0.915125292	0.390344033	2	1.9833272
rncR	1.139758279	1.017438149	0.237145516	1	2.9667778
RNCr	1.708984831	1.684478135	0.926201781	1	2.9667778
RNCR	1.320515036	1.718004894	3.348908829	1	2.9667778
rncx	1.458232143	1.121204506	0.106163882	1	2.05828421
rncX	1.432591982	1.040719911	0.130385096	1	2.05828421
rnCx	0.934413408	0.661386853	0.070625788	1	2.05828421
rNCx	0.684710222	0.557941338	0.06615417	1	2.05828421
RnCX	2.134769868	1.390356736	0.329625255	1	2.05828421
RNcx	2.794439433	1.815848964	0.471508422	1	2.05828421
rnnn	0.651850774	0.242875568	0.085312452	3	0.9834506
Rnnn	0.581520095	0.123523034	0.040072648	3	0.9834506
RNnn	0.374584372	0.063517111	0.088439051	3	0.9834506
Rnnr	0.798697496	0.237210766	0.026208997	2	1.9669012
RNnR	0.576565768	0.154229029	0.027114754	2	1.9669012
rnnX	0.481540476	0.112158029	0.022027824	2	1.05840761
rNnx	0.214037694	0.035424695	0.006809603	2	1.05840761
rNnX	0.213554632	0.039772242	0.00786961	2	1.05840761
RnNx	0.268128393	0.050036121	0.328524418	2	1.05840761
rNRc	0.263142895	0.539938961	0.048245395	1	2.9667778
rNRC	0.350125057	0.588592867	0.155054175	1	2.9667778
RnRC	1.495560711	1.353079173	1.365239845	1	2.9667778
RNrC	1.63202606	1.475761626	0.240424309	1	2.9667778
rnRN	0.544655368	0.138737415	0.029534343	2	1.9669012
Rnrn	1.015947232	0.282954355	0.053421616	2	1.9669012
RNRN	1.288195624	0.453560941	0.052932492	2	1.9669012
rnrr	0.123546751	0.155644857	0.009929431	1	2.9503518
RnrR	0.708283861	0.528260988	0.026599506	1	2.9503518
RNrR	0.528034303	0.476445323	0.028863602	1	2.9503518
rNRx	0.262029036	0.201446923	0.028431796	1	2.04185821
rnxc	0.934640896	0.699838673	0.053372952	1	2.05828421
RnxC	1.30136229	0.832107683	0.158736855	1	2.05828421
RNxC	1.183360648	0.702220618	0.157798719	1	2.05828421
rnXn	0.311700145	0.073572912	0.023958494	2	1.05840761
rNXN	0.492048675	0.14435419	0.025915488	2	1.05840761
RNxn	0.852082238	0.211394208	0.024647404	2	1.05840761
RNXN	0.962943215	0.31484597	0.051240679	2	1.05840761
rnXx	0.424555863	0.273882901	0.048448311	1	1.13336462
rNxx	0.285461721	0.151373661	0.010473903	1	1.13336462
rRcC	0.029455293	0.899243122	0.178690006	0	3.9666544
rRcN	1.538744624	1.409790192	0.394902711	1	2.9667778
RrCR	0.024809826	0.572718072	0.321852089	0	3.9502284
rrCx	0.039830131	0.990345913	0.058863861	0	3.04173481
RRCX	0.200232491	1.819873656	1.465063314	0	3.04173481
rRNc	1.029739565	0.925277853	0.059476355	1	2.9667778
rrnN	0.768903869	0.244362864	0.406588847	2	1.9669012
rrNn	0.522946018	0.157708961	0.0231757	2	1.9669012
RrnN	1.983140206	0.805646962	0.65695521	2	1.9669012
RRnn	1.386273256	0.536446438	0.092832558	2	1.9669012
rrnR	0.436710695	0.390182503	0.022748022	1	2.9503518
RrnR	2.255531876	1.833528671	0.66334921	1	2.9503518
RrNr	1.672892564	1.465277636	0.143201006	1	2.9503518
RrNR	2.15687194	1.906161109	0.669391623	1	2.9503518
rrnx	0.50634806	0.329086396	0.010434039	1	2.04185821
rRnx	0.188111212	0.08067991	0.024982444	1	2.04185821
Rrnx	2.293393497	1.425004891	0.143871658	1	2.04185821
RRNx	0.683650736	0.386826179	0.027270565	1	2.04185821
RRRc	0.025063426	0.944361082	0.126187654	0	3.9502284
rrrn	0.279044792	0.466823717	0.013175768	1	2.9503518
rRrN	1.011829654	1.115438171	0.119926652	1	2.9503518
RRrn	2.293639824	1.940145946	0.563661885	1	2.9503518
rrrr	0.120021182	0.359305633	0.020482173	0	3.9338024
Rrrr	0.011780585	0.274727428	0.143595943	0	3.9338024
RrrR	0.074080823	0.567018663	0.125611248	0	3.9338024
RrRr	0.003209269	0.015300275	0.025014329	0	3.9338024
RrRR	0.011902081	0.447129242	0.103896686	0	3.9338024
RRRr	0.01340138	0.433749232	0.085214512	0	3.9338024
RRRR	0.082049884	0.732311249	0.136900243	0	3.9338024
rrRx	0.025931061	0.398208846	0.011016475	0	3.02530881
RrRx	0.035525152	0.09171573	0.019296132	0	3.02530881
rrxC	0.051224212	0.549278007	0.06822047	0	3.04173481
rrXC	0.039346762	0.558046275	0.033141043	0	3.04173481
rrxn	1.105355141	0.781769198	0.041903831	1	2.04185821
RrXN	2.428612419	1.560242239	0.171948913	1	2.04185821
rrxr	0.004652745	0.106376543	0.008254073	0	3.02530881
rrXR	0.0166713	0.265126895	0.006701534	0	3.02530881
rRxr	0.011964894	0.260786987	0.015466442	0	3.02530881
rRXx	0.008327756	0.030746192	0.009409159	0	2.11681522
Rxcc	0.015492122	0.579817564	1.604424363	0	3.05816081
RxCC	0.09708199	0.383763409	1.222377546	0	3.05816081
RXcC	0.190311475	1.590246466	1.22999661	0	3.05816081
RXCc	0.131017699	2.225345195	1.749139285	0	3.05816081
rxCN	2.102823304	1.529282629	0.159438904	1	2.05828421
rXCN	1.958169189	1.482406252	0.090227912	1	2.05828421
RXCn	3.178708148	2.55747053	1.589152396	1	2.05828421
rXcr	0.026769832	0.370037321	0.053779093	0	3.04173481
RXcR	0.03851319	0.917273998	0.144492338	0	3.04173481
RXCr	0.243251182	1.507277583	0.128971028	0	3.04173481
rxcx	0.0892431	0.493851877	0.012420213	0	2.13324122
RXcx	0.149160306	1.178428411	0.135362945	0	2.13324122
RXcX	0.106208732	0.737414797	0.15187797	0	2.13324122
RxnC	2.620816552	1.830263491	2.666928444	1	2.05828421
RXNC	2.064627924	1.690786089	0.559752289	1	2.05828421
rxnn	0.847348464	0.27772057	0.035741411	2	1.05840761
rXnn	0.357005815	0.098758871	0.019316333	2	1.05840761
RxnN	1.691653752	0.715418526	0.447279022	2	1.05840761
rXnr	0.189303923	0.102036696	0.081413842	1	2.04185821
rXnR	0.116231803	0.057265256	0.007066748	1	2.04185821
Rxnr	2.099125861	1.57160726	0.181967791	1	2.04185821
RXnR	0.647432958	0.427158328	0.019880334	1	2.04185821
RxNx	1.037387717	0.646341838	0.115647884	1	1.13336462
RXnX	0.972971368	0.582160927	0.029937854	1	1.13336462
rxrc	0.012651812	0.350016224	0.052067423	0	3.04173481
rxRC	0.040049993	0.552068242	0.030173172	0	3.04173481
rXRC	0.026782181	0.419069493	0.029417444	0	3.04173481
rXRN	0.349232668	0.18192262	0.108499956	1	2.04185821
RXrN	2.423045906	2.042740179	0.108419423	1	2.04185821
RXRN	1.489680408	1.034476903	0.037419081	1	2.04185821
rXrr	0.043343411	0.224315234	0.025162774	0	3.02530881
Rxrr	0.155382914	0.679365065	0.205927678	0	3.02530881
RxRR	0.029230842	0.407121875	0.168542086	0	3.02530881
rXrx	0.022832496	0.183730359	0.05910855	0	2.11681522
RxrX	0.169035716	0.901814324	0.084953185	0	2.11681522
RxRx	0.043787294	0.0789416	0.026346518	0	2.11681522
RXrX	0.098449834	0.736236546	0.075584241	0	2.11681522
RXRx	0.073681563	0.54527754	0.033055065	0	2.11681522
rXXC	0.125039472	0.563683954	0.025329916	0	2.13324122
RXxC	0.107643244	0.692248416	0.267894677	0	2.13324122
Rxxr	0.074196226	0.868812743	0.10872949	0	2.11681522
rxxx	0.192273104	0.289603787	0.026950806	0	1.20832163
rxxX	0.238831221	0.225890868	0.008756758	0	1.20832163
rxXx	0.07663659	0.083867681	0.10061108	0	1.20832163
rXxx	0.10822751	0.207106411	0.007431147	0	1.20832163
rXXx	0.055301181	0.098111238	0.007763353	0	1.20832163
RXxX	0.285739542	0.409666482	0.028460797	0	1.20832163
xcCc	0.115150349	1.785578904	1.668342879	0	3.07458681
XcCC	0.413270246	1.9200873	2.538732399	0	3.07458681
XCCc	0.377756013	3.335651671	8.34849718	0	3.07458681
XCCC	0.190563378	3.207875781	6.728174864	0	3.07458681
xccN	2.67447593	2.158412485	3.652550553	1	2.07471021
XCCn	3.700126459	3.151136236	11.84379202	1	2.07471021
xcCR	0.087705152	1.75366368	1.484746761	0	3.05816081
xCCr	0.060209584	1.082794092	0.275007077	0	3.05816081
XCcR	0.76859688	2.683840438	3.41408669	0	3.05816081
xCcx	0.283956321	1.17514346	0.346678396	0	2.14966722
XccX	0.235179828	1.437726629	0.328494504	0	2.14966722
xcnC	2.71967721	1.881346421	2.395125555	1	2.07471021
xCnC	2.343513847	1.582020101	1.522549889	1	2.07471021
XCNC	3.418837481	2.68610103	8.87245929	1	2.07471021
xcnN	1.557734302	0.559755307	0.243012274	2	1.07483361
xCnn	1.473752209	0.523752382	0.132368329	2	1.07483361
XCnN	1.734204472	0.687347015	0.894238505	2	1.07483361
xcnR	2.034342394	1.506571161	0.541398943	1	2.05828421
xCNr	2.069886159	1.629308164	0.104870653	1	2.05828421
XcNr	2.188414861	1.607818177	0.220123568	1	2.05828421
xcNx	1.314818231	0.782542484	0.075460339	1	1.14979062
xCNx	1.498572579	0.874999971	0.06119984	1	1.14979062
xcRc	0.076487976	1.364035572	0.096347644	0	3.05816081
XCrc	0.169205984	3.008624379	1.32839851	0	3.05816081
XCRc	0.303340972	2.825411013	1.573105892	0	3.05816081
xCrn	1.953958119	1.393000557	0.059313972	1	2.05828421
xCrN	1.9693942	1.393250864	0.096022936	1	2.05828421
xcrx	0.155421252	1.171199976	0.234994978	0	2.13324122
xcxC	0.328733855	1.082410592	0.420595782	0	2.14966722
xcXc	0.163630973	0.825095596	0.056069466	0	2.14966722
Xcxn	2.644915927	1.73306234	0.4233159	1	1.14979062
XCXn	2.504018413	1.711461061	0.196955196	1	1.14979062
xcXr	0.058190224	0.589398561	0.045505121	0	2.13324122
xcXR	0.152908423	0.667749072	0.053259383	0	2.13324122
Xcxr	0.1440943	1.333084347	0.186246103	0	2.13324122
XCxR	0.380047875	1.234081263	0.214563511	0	2.13324122
XCXr	0.754815786	2.233121877	0.142723375	0	2.13324122
xcxX	0.730160737	0.799708678	0.059731469	0	1.22474763
XCxx	1.425284293	1.934865604	0.283371125	0	1.22474763
XCXx	0.98804994	1.316935496	0.066080421	0	1.22474763
xncc	2.361169915	2.334556562	5.333951622	1	2.07471021
xnCc	2.413801988	1.86346342	3.295505468	1	2.07471021
xnCC	2.041037218	1.5987864	3.184817521	1	2.07471021
xNcC	1.997166577	1.621903564	2.365530384	1	2.07471021
XNcC	2.302944776	1.803133527	2.19356364	1	2.07471021
xnCn	1.998877068	0.738424183	0.490229566	2	1.07483361
xNCn	1.906379679	0.764957098	0.340815791	2	1.07483361
Xncn	2.223401066	0.985812674	0.381239083	2	1.07483361
XNCn	2.061927585	0.78250238	0.256411228	2	1.07483361
Xncr	2.675577479	2.468550261	1.267459252	1	2.05828421
XnCR	1.957723429	1.639880856	1.302556642	1	2.05828421
xnCx	1.878237127	1.162854956	0.357202773	1	1.14979062
xnnc	1.683192112	0.795318594	0.538153094	2	1.07483361
xnnC	1.99723351	0.793721441	0.551020461	2	1.07483361
XNNC	1.473057908	0.605980125	0.196761162	2	1.07483361
xNnn	0.395339181	0.064979912	0.014933589	3	0.07495701
xnnx	0.643904083	0.180009599	0.035127504	2	0.14991402
xnNx	0.380189861	0.07672504	0.027227196	2	0.14991402
xNnX	0.53068394	0.15708219	0.023196669	2	0.14991402
XNnx	0.267474626	0.06627408	0.015255004	2	0.14991402
xNRC	1.606651387	1.47400338	1.337915466	1	2.05828421
XNRC	1.86522735	1.497721977	1.190107186	1	2.05828421
xnrn	1.34962314	0.457566655	0.079381496	2	1.05840761
xnrN	1.316239052	0.411593858	0.055899942	2	1.05840761
xnRN	1.326198771	0.401186367	0.060928191	2	1.05840761
xNRN	1.209577591	0.369790073	0.046313318	2	1.05840761
xnRR	1.178952558	1.055801073	0.387096542	1	2.04185821
XnRr	0.931544197	0.869822956	0.027206428	1	2.04185821
xnrx	0.955333147	0.463775161	0.135078541	1	1.13336462
xNrx	0.442305354	0.206733012	0.017694415	1	1.13336462
xNRx	0.889079335	0.539506029	0.082820731	1	1.13336462
XNxC	1.175565833	0.649933114	0.132420724	1	1.14979062
xnxn	1.04668262	0.296667462	0.144854568	2	0.14991402
XNxn	0.738100366	0.161696833	0.032316107	2	0.14991402
xnxr	1.084439846	0.737283701	0.116088395	1	1.13336462
xnXr	1.908034853	1.35374299	0.26211837	1	1.13336462
Xnxr	0.754016041	0.501260637	0.030020663	1	1.13336462
XNxr	0.612266349	0.408378716	0.036225039	1	1.13336462
xNxX	0.331972364	0.124382683	0.015638796	1	0.22487103
xNXx	0.749168682	0.402640686	0.071253274	1	0.22487103
XNXx	0.741385087	0.409070516	0.09982363	1	0.22487103
XrCC	0.044759426	0.87326022	0.945690702	0	3.05816081
XRcC	0.255953755	1.844410689	1.440432259	0	3.05816081
xrcn	2.16112692	1.876918693	1.402464576	1	2.05828421
xrCN	2.634046536	2.149968159	1.50157363	1	2.05828421
xRcN	2.474946372	1.767402921	0.657150521	1	2.05828421
Xrcn	2.61213257	2.292917051	2.319555595	1	2.05828421
XrCN	3.490819777	3.004034594	2.471648155	1	2.05828421
xrcr	0.039734424	1.168246582	0.332513135	0	3.04173481
xRCr	0.052902431	0.839783281	0.078431487	0	3.04173481
XRCR	0.179902363	1.996931616	2.221407381	0	3.04173481
Xrcx	0.163004143	1.42592731	0.281291453	0	2.13324122
XRcx	0.579866106	1.522572293	0.116767662	0	2.13324122
XRCX	1.002002611	2.376626594	0.357138716	0	2.13324122
XrnC	2.439846948	1.837894764	0.465616678	1	2.05828421
Xrnn	1.344073811	0.499660574	0.115840894	2	1.05840761
xrNr	0.674195384	0.509729826	0.016474522	1	2.04185821
xRnR	0.405795587	0.250400908	0.014691319	1	2.04185821
Xrnr	1.726414875	1.117447954	0.030914249	1	2.04185821
XrNr	1.386800727	1.058112151	0.04712699	1	2.04185821
XRnr	0.886214867	0.545936884	0.171098296	1	2.04185821
xrrc	0.138072195	1.35936607	0.402598472	0	3.04173481
XRRc	0.200344327	1.924588618	0.099245736	0	3.04173481
XrRN	2.65503361	2.011204112	0.108482744	1	2.04185821
XRrn	2.784332148	1.821411027	0.147252219	1	2.04185821
xrRR	0.015549988	0.471135312	0.011199189	0	3.02530881
XRrR	0.098520549	1.435549451	0.114447032	0	3.02530881
xRrx	0.101605337	0.59777827	0.049512181	0	2.11681522
XRRx	0.302722212	1.058313976	0.028155947	0	2.11681522
xrXC	0.164185683	0.808217808	0.082831323	0	2.13324122
xRXc	0.061026921	0.587283595	0.027227745	0	2.13324122
XrxC	0.132520212	0.791472495	0.142019998	0	2.13324122
xrXN	1.114043109	0.735434694	0.023434115	1	1.13336462
xRXN	0.983958661	0.666002904	0.014377203	1	1.13336462
XRxN	2.359167812	1.805105614	0.44175631	1	1.13336462
XRXn	1.139063404	0.718165199	0.020732987	1	1.13336462
xRXr	0.034697161	0.447022141	0.013018467	0	2.11681522
XRXr	0.183719417	1.133368537	0.034099217	0	2.11681522
XRXR	0.18700184	0.511790159	0.01010686	0	2.11681522
Xrxx	0.638006981	1.024408581	0.061266093	0	1.20832163
XrxX	0.448601541	0.541092375	0.01967036	0	1.20832163
XRXX	0.724030254	0.866986196	0.00775122	0	1.20832163
XxCc	0.751327419	2.095025639	0.881822806	0	2.14966722
XXcC	1.545201636	2.478666461	2.591150983	0	2.14966722
XXCc	2.015014595	2.829463696	3.961829497	0	2.14966722
xxcn	2.643261815	1.842965012	0.355813847	1	1.14979062
XxCn	2.623966879	1.958020332	0.314130416	1	1.14979062
XxCN	3.172637752	2.454433286	0.754197431	1	1.14979062
xxcX	0.474125699	0.793532363	0.023511456	0	1.22474763
XxCX	1.14707756	1.683364827	0.031689505	0	1.22474763
xxNc	2.530581227	1.781257293	0.463215206	1	1.14979062
Xxnc	2.344949119	1.819818317	0.403904591	1	1.14979062
XxnC	2.55854815	1.80739424	0.922481973	1	1.14979062
xxnN	1.131778341	0.297886245	0.072976705	2	0.14991402
XxNn	0.736117187	0.241787791	0.023126798	2	0.14991402
XXnR	1.423971787	1.038608488	0.059043888	1	1.13336462
xxNx	0.515055049	0.248011714	0.023582787	1	0.22487103
xXNX	0.807139202	0.422946957	0.042072562	1	0.22487103
XxnX	1.52346099	0.942487922	0.194198448	1	0.22487103
XxNX	1.549175677	0.998780412	0.069178803	1	0.22487103
XXNx	0.772311532	0.50220804	0.023292568	1	0.22487103
XXNX	1.95810955	1.287572437	0.065527664	1	0.22487103
xXRc	0.148209258	0.728341119	0.036132203	0	2.13324122
XxrC	0.441394055	1.539302675	0.222373108	0	2.13324122
xxrn	1.664746455	1.096255369	0.062248786	1	1.13336462
xxRn	0.96316333	0.622520317	0.024810771	1	1.13336462
XxRn	1.058490414	0.818887999	0.046438075	1	1.13336462
XXRn	1.556288184	0.966311022	0.035342119	1	1.13336462
XXRN	1.825681755	1.104711407	0.055765883	1	1.13336462
xxRr	0.077067047	0.844656376	0.028450865	0	2.11681522
xXrr	0.049188771	0.639565192	0.034078978	0	2.11681522
xXRR	0.086950991	0.407094923	0.125096136	0	2.11681522
XxrR	0.160212903	0.626339636	0.010291981	0	2.11681522
xxrX	0.251921472	0.456328717	0.010256832	0	1.20832163
xxRx	0.122005909	0.289548486	0.012455053	0	1.20832163
xXRx	0.150633596	0.194367273	0.018571141	0	1.20832163
XXrX	1.04561795	1.452763889	0.034109898	0	1.20832163
xxXc	0.356212645	0.734577453	0.020427731	0	1.22474763
xXxc	0.268577435	0.647755202	0.025396429	0	1.22474763
xXXC	0.783724617	0.970067031	0.117345031	0	1.22474763
XXXc	1.112787558	1.96620392	0.14120284	0	1.22474763
xxXn	0.65756853	0.348504194	0.032396716	1	0.22487103
Xxxn	1.844430863	1.182873478	0.386797529	1	0.22487103
XXXn	1.394673235	0.819960513	0.034479104	1	0.22487103
XXXN	1.897255337	1.134406679	0.066830774	1	0.22487103
xxXR	0.326385332	0.3553165	0.018773584	0	1.20832163
xXXr	0.165725202	0.56468207	0.034221977	0	1.20832163
Xxxr	0.41682443	0.805666274	0.07878069	0	1.20832163
XXxR	0.596966938	0.880732659	0.217585813	0	1.20832163
xxxx	0.495871767	0.464351582	0.057232759	0	0.29982804
xxXx	0.248542206	0.224009905	0.060945662	0	0.29982804
XXxx	0.671732012	0.801211898	0.08933226	0	0.29982804
XXxX	0.539616515	0.49954506	0.018679096	0	0.29982804
XXXx	0.484277235	0.515879893	0.025509871	0	0.29982804
XXXX	0.928658667	0.841124995	0.011849093	0	0.29982804
